mirar,1,verb,main,indicative,future,3,singular,n/a
opinar,1,verb,main,indicative,future,3,singular,n/a
pasar,1,verb,main,indicative,future,3,singular,n/a
pensar,1,verb,main,indicative,future,3,singular,n/a
poder,2,verb,main,indicative,future,3,singular,n/a
quedar,1,verb,main,indicative,future,3,singular,n/a
saber,1,verb,main,indicative,future,3,singular,n/a
salir,1,verb,main,indicative,future,3,singular,n/a
seguir,2,verb,main,indicative,future,3,singular,n/a
tener,7,verb,main,indicative,future,3,singular,n/a
tocar,3,verb,main,indicative,future,3,singular,n/a
traer,1,verb,main,indicative,future,3,singular,n/a
venir,1,verb,main,indicative,future,3,singular,n/a
ver,1,verb,main,indicative,future,3,singular,n/a
acercar,1,verb,main,indicative,imperfect,1,plural,n/a
cobrar,1,verb,main,indicative,imperfect,1,plural,n/a
comer,1,verb,main,indicative,imperfect,1,plural,n/a
conocer,2,verb,main,indicative,imperfect,1,plural,n/a
decir,6,verb,main,indicative,imperfect,1,plural,n/a
delegar,1,verb,main,indicative,imperfect,1,plural,n/a
desarrollar,2,verb,main,indicative,imperfect,1,plural,n/a
despreciar,1,verb,main,indicative,imperfect,1,plural,n/a
echar,2,verb,main,indicative,imperfect,1,plural,n/a
empezar,1,verb,main,indicative,imperfect,1,plural,n/a
estar,9,verb,main,indicative,imperfect,1,plural,n/a
funcionar,1,verb,main,indicative,imperfect,1,plural,n/a
haber,1,verb,main,indicative,imperfect,1,plural,n/a
hablar,4,verb,main,indicative,imperfect,1,plural,n/a
hacer,21,verb,main,indicative,imperfect,1,plural,n/a
implantar,1,verb,main,indicative,imperfect,1,plural,n/a
ir,14,verb,main,indicative,imperfect,1,plural,n/a
llegar,1,verb,main,indicative,imperfect,1,plural,n/a
llevar,4,verb,main,indicative,imperfect,1,plural,n/a
mandar,1,verb,main,indicative,imperfect,1,plural,n/a
meter,1,verb,main,indicative,imperfect,1,plural,n/a
partir,2,verb,main,indicative,imperfect,1,plural,n/a
pasar,1,verb,main,indicative,imperfect,1,plural,n/a
pintar,1,verb,main,indicative,imperfect,1,plural,n/a
plantear,1,verb,main,indicative,imperfect,1,plural,n/a
poder,7,verb,main,indicative,imperfect,1,plural,n/a
preguntar,1,verb,main,indicative,imperfect,1,plural,n/a
prever,1,verb,main,indicative,imperfect,1,plural,n/a
querer,6,verb,main,indicative,imperfect,1,plural,n/a
recibir,1,verb,main,indicative,imperfect,1,plural,n/a
reunir,1,verb,main,indicative,imperfect,1,plural,n/a
saber,3,verb,main,indicative,imperfect,1,plural,n/a
sacar,3,verb,main,indicative,imperfect,1,plural,n/a
seguir,1,verb,main,indicative,imperfect,1,plural,n/a
sentar,1,verb,main,indicative,imperfect,1,plural,n/a
tener,20,verb,main,indicative,imperfect,1,plural,n/a
tocar,1,verb,main,indicative,imperfect,1,plural,n/a
tomar,1,verb,main,indicative,imperfect,1,plural,n/a
trabajar,1,verb,main,indicative,imperfect,1,plural,n/a
vender,2,verb,main,indicative,imperfect,1,plural,n/a
venir,1,verb,main,indicative,imperfect,1,plural,n/a
ayudar,1,verb,main,indicative,imperfect,2,plural,n/a
comer,1,verb,main,indicative,imperfect,2,plural,n/a
componer,1,verb,main,indicative,imperfect,2,plural,n/a
empezar,1,verb,main,indicative,imperfect,2,plural,n/a
estar,1,verb,main,indicative,imperfect,2,plural,n/a
estudiar,1,verb,main,indicative,imperfect,2,plural,n/a
hablar,1,verb,main,indicative,imperfect,2,plural,n/a
hacer,3,verb,main,indicative,imperfect,2,plural,n/a
ir,1,verb,main,indicative,imperfect,2,plural,n/a
llevar,1,verb,main,indicative,imperfect,2,plural,n/a
ocupar,1,verb,main,indicative,imperfect,2,plural,n/a
oír,1,verb,main,indicative,imperfect,2,plural,n/a
querer,1,verb,main,indicative,imperfect,2,plural,n/a
tener,8,verb,main,indicative,imperfect,2,plural,n/a
tostar,1,verb,main,indicative,imperfect,2,plural,n/a
trabajar,1,verb,main,indicative,imperfect,2,plural,n/a
acabar,1,verb,main,indicative,imperfect,2,singular,n/a
contar,2,verb,main,indicative,imperfect,2,singular,n/a
creer,2,verb,main,indicative,imperfect,2,singular,n/a
decir,13,verb,main,indicative,imperfect,2,singular,n/a
descuidar,1,verb,main,indicative,imperfect,2,singular,n/a
dirigir,1,verb,main,indicative,imperfect,2,singular,n/a
empeñar,1,verb,main,indicative,imperfect,2,singular,n/a
encargar,1,verb,main,indicative,imperfect,2,singular,n/a
entender,1,verb,main,indicative,imperfect,2,singular,n/a
estar,13,verb,main,indicative,imperfect,2,singular,n/a
haber,4,verb,main,indicative,imperfect,2,singular,n/a
hablar,1,verb,main,indicative,imperfect,2,singular,n/a
hacer,6,verb,main,indicative,imperfect,2,singular,n/a
ir,12,verb,main,indicative,imperfect,2,singular,n/a
llamar,1,verb,main,indicative,imperfect,2,singular,n/a
llegar,2,verb,main,indicative,imperfect,2,singular,n/a
meter,2,verb,main,indicative,imperfect,2,singular,n/a
necesitar,1,verb,main,indicative,imperfect,2,singular,n/a
notar,1,verb,main,indicative,imperfect,2,singular,n/a
ocupar,1,verb,main,indicative,imperfect,2,singular,n/a
